Date,TLS_DM,Shift,Conv_POL,NIR_POL,Var_Pol
11/16/2024,ETS,8 - 4 SHIFT,12.39,13.18,0.79
11/16/2024,MTS,8 - 4 SHIFT,7.39,9.4,2.01
11/16/2024,CANITS,8 - 4 SHIFT,10.04,10.22,0.18
11/16/2024,SATS,8 - 4 SHIFT,12.38,12.08,0.3
11/16/2024,DM,8 - 4 SHIFT,11.08,10.81,0.27
11/16/2024,DM,8 - 4 SHIFT,10.74,11.36,0.62
11/16/2024,DM,8 - 4 SHIFT,10.12,10.14,0.02
11/16/2024,ETS,4 - 12 SHIFT,9.51,9.61,0.1
11/16/2024,MTS,4 - 12 SHIFT,11.34,12.67,1.33
11/16/2024,CANITS,4 - 12 SHIFT,13.1,13.63,0.53
11/16/2024,LACATS,4 - 12 SHIFT,12.83,11.24,1.59
11/16/2024,MUTS,4 - 12 SHIFT,10.83,12.47,1.64
11/16/2024,MATS,4 - 12 SHIFT,11.37,10.17,1.2
11/16/2024,DM,4 - 12 SHIFT,10.3,11.31,1.01
11/16/2024,DM,4 - 12 SHIFT,13.15,12.62,0.53
11/16/2024,DM,4 - 12 SHIFT,11.06,11.29,0.23
11/17/2024,CANITS,12 - 8 SHIFT,11.46,12.58,1.12
11/17/2024,DM,12 - 8 SHIFT,9.38,10.73,1.35
11/17/2024,DM,12 - 8 SHIFT,8.18,11.42,3.24
11/17/2024,DM,12 - 8 SHIFT,9.93,10.85,0.92
11/17/2024,MTS,8 - 4 SHIFT,10.35,10.54,0.19
11/17/2024,CANITS,8 - 4 SHIFT,11.57,12.22,0.65
11/17/2024,SITS,8 - 4 SHIFT,8.95,9.59,0.64
11/17/2024,LACATS,8 - 4 SHIFT,11.77,11.86,0.09
11/17/2024,MUTS,8 - 4 SHIFT,4.83,7.52,2.69
11/17/2024,MATS,8 - 4 SHIFT,11.02,11.19,0.17
11/17/2024,SATS,8 - 4 SHIFT,14.2,13.91,0.29
11/17/2024,DM,8 - 4 SHIFT,10.53,12.35,1.82
11/17/2024,DM,8 - 4 SHIFT,8.53,10.83,2.3
11/17/2024,DM,8 - 4 SHIFT,13.31,12.25,1.06
11/18/2024,ETS,4 - 12 SHIFT,11.77,11.81,0.04
11/18/2024,CANITS,4 - 12 SHIFT,10.37,9.97,0.4
11/18/2024,SITS,4 - 12 SHIFT,12.74,13.87,1.13
11/18/2024,LACATS,4 - 12 SHIFT,12.53,11.29,1.24
11/18/2024,MUTS,4 - 12 SHIFT,13.69,14.81,1.12
11/18/2024,MATS,4 - 12 SHIFT,13.04,12.88,0.16
11/18/2024,SATS,4 - 12 SHIFT,10.92,10.05,0.87
11/18/2024,DM,4 - 12 SHIFT,7.53,10.19,2.66
11/18/2024,DM,4 - 12 SHIFT,12.02,13.84,1.82
11/18/2024,DM,4 - 12 SHIFT,8.5,10.17,1.67
11/19/2024,ETS,12 - 8 SHIFT,12.84,12.11,0.73
11/19/2024,CANITS,12 - 8 SHIFT,11,10.71,0.29
11/19/2024,MTS,12 - 8 SHIFT,11.08,11.81,0.73
11/19/2024,SATS,12 - 8 SHIFT,11.79,12.51,0.72
11/19/2024,MATS,12 - 8 SHIFT,11.48,12.35,0.87
11/19/2024,DM,12 - 8 SHIFT,12.33,12.86,0.53
11/19/2024,DM,12 - 8 SHIFT,12.24,11.75,0.49
11/19/2024,DM,12 - 8 SHIFT,9.42,9.84,0.42
11/19/2024,ETS,8 - 4 SHIFT,13.34,13.09,0.25
11/19/2024,MTS,8 - 4 SHIFT,11.73,12.28,0.55
11/19/2024,CANITS,8 - 4 SHIFT,9.66,11.68,2.02
11/19/2024,SITS,8 - 4 SHIFT,10.67,10.82,0.15
11/19/2024,MUTS,8 - 4 SHIFT,11.61,12.74,1.13
11/19/2024,MATS,8 - 4 SHIFT,11.09,10.99,0.1
11/19/2024,SATS,8 - 4 SHIFT,12.5,13.52,1.02
11/19/2024,DM,8 - 4 SHIFT,10.86,12.63,1.77
11/19/2024,DM,8 - 4 SHIFT,13.99,12.99,1
11/19/2024,DM,8 - 4 SHIFT,10.5,11.31,0.81
11/19/2024,ETS,4 - 12 SHIFT,9.65,10.65,1
11/19/2024,MTS,4 - 12 SHIFT,11.15,10.57,0.58
11/19/2024,CANITS,4 - 12 SHIFT,14.08,13.95,0.13
11/19/2024,LACATS,4 - 12 SHIFT,12.56,11.6,0.96
11/19/2024,MATS,4 - 12 SHIFT,11.18,11.91,0.73
11/19/2024,SATS,4 - 12 SHIFT,11.34,11.12,0.22
11/19/2024,DM,4 - 12 SHIFT,11,11.5,0.5
11/19/2024,DM,4 - 12 SHIFT,12.06,12.13,0.07
11/19/2024,DM,4 - 12 SHIFT,10.64,12.97,2.33
11/20/2024,ETS,12 - 8 SHIFT,11.64,12.19,0.55
11/20/2024,CANITS,12 - 8 SHIFT,12.78,12.7,0.08
11/20/2024,MTS,12 - 8 SHIFT,12.74,12.54,0.2
11/20/2024,SITS,12 - 8 SHIFT,9.34,10.19,0.85
11/20/2024,SATS,12 - 8 SHIFT,13.09,12.05,1.04
11/20/2024,MUTS,12 - 8 SHIFT,9.49,9.6,0.11
11/20/2024,MATS,12 - 8 SHIFT,8.03,11.64,3.61
11/20/2024,LACATS,12 - 8 SHIFT,6.99,9.05,2.06
11/20/2024,DM,12 - 8 SHIFT,13.91,12.68,1.23
11/20/2024,DM,12 - 8 SHIFT,15.32,13.58,1.74
11/20/2024,DM,12 - 8 SHIFT,10.06,10.55,0.49
11/20/2024,ETS,8 - 4 SHIFT,11.28,11.87,0.59
11/20/2024,MTS,8 - 4 SHIFT,9.49,11,1.51
11/20/2024,CANITS,8 - 4 SHIFT,10.2,12.43,2.23
11/20/2024,SITS,8 - 4 SHIFT,12.32,11.41,0.91
11/20/2024,MUTS,8 - 4 SHIFT,11.8,12.08,0.28
11/20/2024,MATS,8 - 4 SHIFT,16.01,14.54,1.47
11/20/2024,SATS,8 - 4 SHIFT,12.7,12.17,0.53
11/20/2024,DM,8 - 4 SHIFT,10.39,9.81,0.58
11/20/2024,DM,8 - 4 SHIFT,8.55,10.29,1.74
11/20/2024,DM,8 - 4 SHIFT,10.43,10,0.43
11/20/2024,ETS,4 - 12 SHIFT,12.75,14.02,1.27
11/20/2024,MTS,4 - 12 SHIFT,13.03,12.13,0.9
11/20/2024,CANITS,4 - 12 SHIFT,12.92,11.87,1.05
11/20/2024,LACATS,4 - 12 SHIFT,12.51,13.54,1.03
11/20/2024,MUTS,4 - 12 SHIFT,11.17,11.49,0.32
11/20/2024,MATS,4 - 12 SHIFT,13.89,13.37,0.52
11/20/2024,SATS,4 - 12 SHIFT,9.97,10.25,0.28
11/20/2024,DM,4 - 12 SHIFT,10.35,11.71,1.36
11/20/2024,DM,4 - 12 SHIFT,9.89,10.71,0.82
11/20/2024,DM,4 - 12 SHIFT,10.99,11.49,0.5
11/21/2024,ETS,12 - 8 SHIFT,12.59,12.49,0.1
11/21/2024,CANITS,12 - 8 SHIFT,11.53,12.89,1.36
11/21/2024,MTS,12 - 8 SHIFT,14.73,13.45,1.28
11/21/2024,SITS,12 - 8 SHIFT,10.8,10.95,0.15
11/21/2024,SATS,12 - 8 SHIFT,11.18,11.74,0.56
11/21/2024,MUTS,12 - 8 SHIFT,12.68,9.97,2.71
11/21/2024,MATS,12 - 8 SHIFT,14.3,12.96,1.34
11/21/2024,LACATS,12 - 8 SHIFT,14.74,13.54,1.2
11/21/2024,DM,12 - 8 SHIFT,10.38,10.22,0.16
11/21/2024,DM,12 - 8 SHIFT,11.98,11.06,0.92
11/21/2024,DM,12 - 8 SHIFT,12.12,12.58,0.46
11/21/2024,ETS,8 - 4 SHIFT,10.75,10.94,0.19
11/21/2024,MTS,8 - 4 SHIFT,10.75,11.61,0.86
11/21/2024,CANITS,8 - 4 SHIFT,8.77,11.65,2.88
11/21/2024,SITS,8 - 4 SHIFT,9.42,9.94,0.52
11/21/2024,MUTS,8 - 4 SHIFT,14.05,13.53,0.52
11/21/2024,MATS,8 - 4 SHIFT,13.82,13.45,0.37
11/21/2024,SATS,8 - 4 SHIFT,13.19,13.89,0.7
11/21/2024,DM,8 - 4 SHIFT,14.22,13.58,0.64
11/21/2024,DM,8 - 4 SHIFT,8.32,10.5,2.18
11/21/2024,DM,8 - 4 SHIFT,8.76,9.15,0.39
11/21/2024,ETS,4 - 12 SHIFT,10.59,14.18,3.59
11/21/2024,MTS,4 - 12 SHIFT,10.96,12.21,1.25
11/21/2024,CANITS,4 - 12 SHIFT,9.73,12.92,3.19
11/21/2024,LACATS,4 - 12 SHIFT,12.76,13.1,0.34
11/21/2024,MATS,4 - 12 SHIFT,9.52,10.32,0.8
11/21/2024,SATS,4 - 12 SHIFT,12,11.77,0.23
11/21/2024,DM,4 - 12 SHIFT,13.32,13.39,0.07
11/21/2024,DM,4 - 12 SHIFT,12.17,12.58,0.41
11/21/2024,DM,4 - 12 SHIFT,11.33,12.1,0.77
11/22/2024,ETS,12 - 8 SHIFT,12.93,12.42,0.51
11/22/2024,CANITS,12 - 8 SHIFT,9.9,9.95,0.05
11/22/2024,MTS,12 - 8 SHIFT,10.89,10.97,0.08
11/22/2024,SITS,12 - 8 SHIFT,9.63,10.13,0.5
11/22/2024,SATS,12 - 8 SHIFT,11.82,12.06,0.24
11/22/2024,MATS,12 - 8 SHIFT,8.3,9.19,0.89
11/22/2024,LACATS,12 - 8 SHIFT,10.12,11.58,1.46
11/22/2024,DM,12 - 8 SHIFT,11.29,11.7,0.41
11/22/2024,DM,12 - 8 SHIFT,11.29,11.47,0.18
11/22/2024,DM,12 - 8 SHIFT,10.5,11.03,0.53
11/22/2024,ETS,8 - 4 SHIFT,12.19,12.32,0.13
11/22/2024,MTS,8 - 4 SHIFT,8.91,9.33,0.42
11/22/2024,CANITS,8 - 4 SHIFT,12.25,12.34,0.09
11/22/2024,SITS,8 - 4 SHIFT,12.06,12.66,0.6
11/22/2024,LACATS,8 - 4 SHIFT,11.63,11.73,0.1
11/22/2024,MUTS,8 - 4 SHIFT,11.17,11.43,0.26
11/22/2024,MATS,8 - 4 SHIFT,13.6,13.83,0.23
11/22/2024,SATS,8 - 4 SHIFT,12.03,12.52,0.49
11/22/2024,DM,8 - 4 SHIFT,11.21,11.44,0.23
11/22/2024,DM,8 - 4 SHIFT,12.97,12.62,0.35
11/22/2024,DM,8 - 4 SHIFT,11.45,10.85,0.6
11/22/2024,ETS,4 - 12 SHIFT,10.8,11.37,0.57
11/22/2024,MTS,4 - 12 SHIFT,11.9,11.92,0.02
11/22/2024,CANITS,4 - 12 SHIFT,11.37,12.32,0.95
11/22/2024,SITS,4 - 12 SHIFT,11.4,11.72,0.32
11/22/2024,LACATS,4 - 12 SHIFT,10.69,12.23,1.54
11/22/2024,MUTS,4 - 12 SHIFT,11.13,12.34,1.21
11/22/2024,MATS,4 - 12 SHIFT,9.29,12.49,3.2
11/22/2024,DM,4 - 12 SHIFT,10.68,11.4,0.72
11/22/2024,DM,4 - 12 SHIFT,7.96,9.79,1.83
11/22/2024,DM,4 - 12 SHIFT,10.38,12.25,1.87
11/23/2024,ETS,12 - 8 SHIFT,11.03,12.85,1.82
11/23/2024,MTS,12 - 8 SHIFT,11.58,11.8,0.22
11/23/2024,SATS,12 - 8 SHIFT,11.84,11.58,0.26
11/23/2024,MUTS,12 - 8 SHIFT,14.02,14.32,0.3
11/23/2024,MATS,12 - 8 SHIFT,12.47,11.86,0.61
11/23/2024,LACATS,12 - 8 SHIFT,10.06,10.34,0.28
11/23/2024,DM,12 - 8 SHIFT,11.04,10.7,0.34
11/23/2024,DM,12 - 8 SHIFT,11.35,11.71,0.36
11/23/2024,DM,12 - 8 SHIFT,10.35,9.41,0.94
11/23/2024,ETS,8 - 4 SHIFT,11.27,11.27,0
11/23/2024,MTS,8 - 4 SHIFT,10.84,11,0.16
11/23/2024,CANITS,8 - 4 SHIFT,11.97,12.84,0.87
11/23/2024,SITS,8 - 4 SHIFT,13.57,13.48,0.09
11/23/2024,MUTS,8 - 4 SHIFT,11.68,12.06,0.38
11/23/2024,MATS,8 - 4 SHIFT,10.99,11.02,0.03
11/23/2024,SATS,8 - 4 SHIFT,12.79,13.2,0.41
11/23/2024,DM,8 - 4 SHIFT,7.47,10.42,2.95
11/23/2024,DM,8 - 4 SHIFT,11.52,12.55,1.03
11/23/2024,DM,8 - 4 SHIFT,13.26,13.57,0.31
11/23/2024,ETS,4 - 12 SHIFT,11.71,13.27,1.56
11/23/2024,MTS,4 - 12 SHIFT,11.32,12.11,0.79
11/23/2024,CANITS,4 - 12 SHIFT,11.33,11.69,0.36
11/23/2024,LACATS,4 - 12 SHIFT,13.1,13.68,0.58
11/23/2024,MUTS,4 - 12 SHIFT,11.1,12.61,1.51
11/23/2024,MATS,4 - 12 SHIFT,13.12,13.85,0.73
11/23/2024,SATS,4 - 12 SHIFT,10.83,11.34,0.51
11/23/2024,DM,4 - 12 SHIFT,12.11,12.14,0.03
11/23/2024,DM,4 - 12 SHIFT,14.53,14.88,0.35
11/23/2024,DM,4 - 12 SHIFT,12.49,13.01,0.52
11/24/2024,ETS,12 - 8 SHIFT,11.1,11.26,0.16
11/24/2024,CANITS,12 - 8 SHIFT,11.71,11.71,0
11/24/2024,MTS,12 - 8 SHIFT,14.29,13.29,1
11/24/2024,SITS,12 - 8 SHIFT,12.57,12.53,0.04
11/24/2024,SATS,12 - 8 SHIFT,12.91,12.19,0.72
11/24/2024,MATS,12 - 8 SHIFT,12.05,13.62,1.57
11/24/2024,LACATS,12 - 8 SHIFT,12.12,11.52,0.6
11/24/2024,DM,12 - 8 SHIFT,13.13,13.03,0.1
11/24/2024,DM,12 - 8 SHIFT,10.8,11.47,0.67
11/24/2024,DM,12 - 8 SHIFT,12.68,12.05,0.63
11/24/2024,ETS,8 - 4 SHIFT,14.51,14.3,0.21
11/24/2024,MTS,8 - 4 SHIFT,11.66,11.22,0.44
11/24/2024,CANITS,8 - 4 SHIFT,13.88,13.82,0.06
11/24/2024,MUTS,8 - 4 SHIFT,9.15,11.89,2.74
11/24/2024,SATS,8 - 4 SHIFT,11.53,11.69,0.16
11/24/2024,DM,8 - 4 SHIFT,13.05,12.63,0.42
11/24/2024,DM,8 - 4 SHIFT,10.55,10.81,0.26
11/24/2024,DM,8 - 4 SHIFT,9.89,10.7,0.81
11/25/2024,CANITS,8 - 4 SHIFT,12.9,11.92,0.98
11/25/2024,SATS,8 - 4 SHIFT,11.23,10.73,0.5
11/25/2024,DM,8 - 4 SHIFT,11.02,10.85,0.17
11/25/2024,DM,8 - 4 SHIFT,9.9,12.2,2.3
11/25/2024,DM,8 - 4 SHIFT,12.85,13.32,0.47
11/25/2024,ETS,4 - 12 SHIFT,9.83,14.23,4.4
11/25/2024,MTS,4 - 12 SHIFT,12.41,12.71,0.3
11/25/2024,CANITS,4 - 12 SHIFT,12.86,12.8,0.06
11/25/2024,SITS,4 - 12 SHIFT,10.88,11.81,0.93
11/25/2024,LACATS,4 - 12 SHIFT,13.46,14.76,1.3
11/25/2024,MUTS,4 - 12 SHIFT,9.92,13.69,3.77
11/25/2024,MATS,4 - 12 SHIFT,10.96,13.4,2.44
11/25/2024,SATS,4 - 12 SHIFT,13.07,12.92,0.15
11/25/2024,DM,4 - 12 SHIFT,11.91,13.07,1.16
11/25/2024,DM,4 - 12 SHIFT,12.7,13.61,0.91
11/25/2024,DM,4 - 12 SHIFT,9.31,10.85,1.54
11/26/2024,ETS,12 - 8 SHIFT,13,12.58,0.42
11/26/2024,CANITS,12 - 8 SHIFT,9.52,10.91,1.39
11/26/2024,SITS,12 - 8 SHIFT,11.3,12.01,0.71
11/26/2024,MATS,12 - 8 SHIFT,12.1,13.31,1.21
11/26/2024,LACATS,12 - 8 SHIFT,12.45,13.92,1.47
11/26/2024,DM,12 - 8 SHIFT,9.86,9.78,0.08
11/26/2024,DM,12 - 8 SHIFT,8.6,10.02,1.42
11/26/2024,DM,12 - 8 SHIFT,13.46,15.43,1.97
11/26/2024,ETS,8 - 4 SHIFT,14.09,13.5,0.59
11/26/2024,MTS,8 - 4 SHIFT,11.71,12.74,1.03
11/26/2024,CANITS,8 - 4 SHIFT,10.67,11.4,0.73
11/26/2024,SITS,8 - 4 SHIFT,12.73,12.99,0.26
11/26/2024,MUTS,8 - 4 SHIFT,12.12,13.65,1.53
11/26/2024,MATS,8 - 4 SHIFT,12.51,12.22,0.29
11/26/2024,SATS,8 - 4 SHIFT,11.35,11.94,0.59
11/26/2024,DM,8 - 4 SHIFT,11.57,11.9,0.33
11/26/2024,DM,8 - 4 SHIFT,11.57,12.04,0.47
11/26/2024,DM,8 - 4 SHIFT,11.73,11.62,0.11
11/26/2024,ETS,4 - 12 SHIFT,8.11,9.22,1.11
11/26/2024,MTS,4 - 12 SHIFT,14.81,15.19,0.38
11/26/2024,CANITS,4 - 12 SHIFT,12.93,13.5,0.57
11/26/2024,SITS,4 - 12 SHIFT,12.12,12.56,0.44
11/26/2024,MUTS,4 - 12 SHIFT,10.65,10.96,0.31
11/26/2024,MATS,4 - 12 SHIFT,13.11,12.86,0.25
11/26/2024,SATS,4 - 12 SHIFT,11.9,11.55,0.35
11/26/2024,DM,4 - 12 SHIFT,11.81,12.45,0.64
11/26/2024,DM,4 - 12 SHIFT,10.56,11.85,1.29
11/26/2024,DM,4 - 12 SHIFT,12.6,12.85,0.25
11/27/2024,ETS,12 - 8 SHIFT,10.72,11.3,0.58
11/27/2024,CANITS,12 - 8 SHIFT,11.84,10.98,0.86
11/27/2024,MTS,12 - 8 SHIFT,13.1,14.49,1.39
11/27/2024,SITS,12 - 8 SHIFT,14.47,14.33,0.14
11/27/2024,SATS,12 - 8 SHIFT,11,10.41,0.59
11/27/2024,MUTS,12 - 8 SHIFT,11.22,11,0.22
11/27/2024,MATS,12 - 8 SHIFT,13.17,12.77,0.4
11/27/2024,DM,12 - 8 SHIFT,9.21,10.45,1.24
11/27/2024,DM,12 - 8 SHIFT,14.38,14.67,0.29
11/27/2024,DM,12 - 8 SHIFT,11.36,11.71,0.35
11/27/2024,ETS,8 - 4 SHIFT,11.34,11.96,0.62
11/27/2024,MTS,8 - 4 SHIFT,11.65,12.07,0.42
11/27/2024,CANITS,8 - 4 SHIFT,10.82,12.26,1.44
11/27/2024,SITS,8 - 4 SHIFT,11.63,12.57,0.94
11/27/2024,MUTS,8 - 4 SHIFT,11.62,11.95,0.33
11/27/2024,MATS,8 - 4 SHIFT,13.73,14.51,0.78
11/27/2024,SATS,8 - 4 SHIFT,10.94,11.71,0.77
11/27/2024,DM,8 - 4 SHIFT,12.91,13.44,0.53
11/27/2024,DM,8 - 4 SHIFT,11.46,13.35,1.89
11/27/2024,DM,8 - 4 SHIFT,11.33,12.1,0.77
11/27/2024,ETS,4 - 12 SHIFT,13.83,13.08,0.75
11/27/2024,MTS,4 - 12 SHIFT,11.82,12.63,0.81
11/27/2024,CANITS,4 - 12 SHIFT,10.47,10.78,0.31
11/27/2024,LACATS,4 - 12 SHIFT,14.68,15.65,0.97
11/27/2024,MUTS,4 - 12 SHIFT,12.6,12.91,0.31
11/27/2024,MATS,4 - 12 SHIFT,9.33,11.7,2.37
11/27/2024,SATS,4 - 12 SHIFT,11.2,10.74,0.46
11/27/2024,DM,4 - 12 SHIFT,10.79,11.93,1.14
11/27/2024,DM,4 - 12 SHIFT,10.99,11.31,0.32
11/27/2024,DM,4 - 12 SHIFT,11.7,12.84,1.14
11/28/2024,ETS,12 - 8 SHIFT,9,8.73,0.27
11/28/2024,CANITS,12 - 8 SHIFT,10.02,13.16,3.14
11/28/2024,MTS,12 - 8 SHIFT,10.96,11.77,0.81
11/28/2024,SITS,12 - 8 SHIFT,11.37,11.58,0.21
11/28/2024,SATS,12 - 8 SHIFT,10.14,11.93,1.79
11/28/2024,MATS,12 - 8 SHIFT,12.23,11.84,0.39
11/28/2024,LACATS,12 - 8 SHIFT,10.89,11.93,1.04
11/28/2024,DM,12 - 8 SHIFT,12,13.47,1.47
11/28/2024,DM,12 - 8 SHIFT,11.25,12.11,0.86
11/28/2024,DM,12 - 8 SHIFT,11.75,11.96,0.21
11/28/2024,ETS,8 - 4 SHIFT,11.38,11.74,0.36
11/28/2024,MTS,8 - 4 SHIFT,9.97,11.11,1.14
11/28/2024,CANITS,8 - 4 SHIFT,11.58,11.93,0.35
11/28/2024,SITS,8 - 4 SHIFT,8.77,11.2,2.43
11/28/2024,MUTS,8 - 4 SHIFT,10.14,11.8,1.66
11/28/2024,MATS,8 - 4 SHIFT,12.89,12.18,0.71
11/28/2024,SATS,8 - 4 SHIFT,11.92,11.18,0.74
11/28/2024,DM,8 - 4 SHIFT,12.43,13.31,0.88
11/28/2024,DM,8 - 4 SHIFT,7.65,9.35,1.7
11/28/2024,DM,8 - 4 SHIFT,10.52,12.65,2.13
11/28/2024,ETS,4 - 12 SHIFT,11.08,11.29,0.21
11/28/2024,CANITS,4 - 12 SHIFT,13.32,14.27,0.95
11/28/2024,LACATS,4 - 12 SHIFT,9.19,12.5,3.31
11/28/2024,MUTS,4 - 12 SHIFT,14.01,14.66,0.65
11/28/2024,MATS,4 - 12 SHIFT,9.24,10.95,1.71
11/28/2024,SATS,4 - 12 SHIFT,13.08,13.11,0.03
11/28/2024,DM,4 - 12 SHIFT,10.88,11.22,0.34
11/28/2024,DM,4 - 12 SHIFT,10.88,13.25,2.37
11/28/2024,DM,4 - 12 SHIFT,10.65,10.76,0.11
11/29/2024,ETS,12 - 8 SHIFT,8,10.31,2.31
11/29/2024,MUTS,12 - 8 SHIFT,9.59,9.87,0.28
11/29/2024,MATS,12 - 8 SHIFT,11.62,11.68,0.06
11/29/2024,LACATS,12 - 8 SHIFT,10.07,11.19,1.12
11/29/2024,DM,12 - 8 SHIFT,9.8,10.34,0.54
11/29/2024,DM,12 - 8 SHIFT,10.56,11.18,0.62
11/29/2024,DM,12 - 8 SHIFT,10.01,10.79,0.78
11/29/2024,ETS,8 - 4 SHIFT,10.79,11.48,0.69
11/29/2024,MTS,8 - 4 SHIFT,9.21,10.16,0.95
11/29/2024,CANITS,8 - 4 SHIFT,9.59,11.36,1.77
11/29/2024,SITS,8 - 4 SHIFT,9.4,10.72,1.32
11/29/2024,LACATS,8 - 4 SHIFT,11.5,11.54,0.04
11/29/2024,MATS,8 - 4 SHIFT,7.76,9.24,1.48
11/29/2024,SATS,8 - 4 SHIFT,8.93,10.55,1.62
11/29/2024,DM,8 - 4 SHIFT,9.54,10.24,0.7
11/29/2024,DM,8 - 4 SHIFT,9.86,10.94,1.08
11/29/2024,DM,8 - 4 SHIFT,9.7,10.7,1
11/29/2024,ETS,4 - 12 SHIFT,8.94,11.1,2.16
11/29/2024,MTS,4 - 12 SHIFT,10.87,10.95,0.08
11/29/2024,CANITS,4 - 12 SHIFT,11.62,12.94,1.32
11/29/2024,SITS,4 - 12 SHIFT,12.83,12.89,0.06
11/29/2024,LACATS,4 - 12 SHIFT,11.8,11.25,0.55
11/29/2024,MUTS,4 - 12 SHIFT,13.6,12.55,1.05
11/29/2024,MATS,4 - 12 SHIFT,11.08,11.47,0.39
11/29/2024,SATS,4 - 12 SHIFT,10.39,9.9,0.49
11/29/2024,DM,4 - 12 SHIFT,9.92,11.51,1.59
11/29/2024,DM,4 - 12 SHIFT,12.71,13.03,0.32
11/29/2024,DM,4 - 12 SHIFT,11.87,12.23,0.36
11/30/2024,ETS,12 - 8 SHIFT,12.6,12.75,0.15
11/30/2024,CANITS,12 - 8 SHIFT,13.82,13.17,0.65
11/30/2024,SITS,12 - 8 SHIFT,9.65,10.45,0.8
11/30/2024,MUTS,12 - 8 SHIFT,9.98,11.27,1.29
11/30/2024,MATS,12 - 8 SHIFT,12.38,12.49,0.11
11/30/2024,LACATS,12 - 8 SHIFT,13.35,12.73,0.62
11/30/2024,DM,12 - 8 SHIFT,9.47,9.69,0.22
11/30/2024,DM,12 - 8 SHIFT,10.22,11.51,1.29
11/30/2024,DM,12 - 8 SHIFT,12.43,12.04,0.39
11/30/2024,ETS,8 - 4 SHIFT,11.08,12.27,1.19
11/30/2024,MTS,8 - 4 SHIFT,10.3,10.55,0.25
11/30/2024,CANITS,8 - 4 SHIFT,13.64,13.75,0.11
11/30/2024,SITS,8 - 4 SHIFT,14.39,15.38,0.99
11/30/2024,MUTS,8 - 4 SHIFT,10.79,11.34,0.55
11/30/2024,MATS,8 - 4 SHIFT,14.06,13.71,0.35
11/30/2024,SATS,8 - 4 SHIFT,10.71,11.06,0.35
11/30/2024,DM,8 - 4 SHIFT,12.24,12.36,0.12
11/30/2024,DM,8 - 4 SHIFT,10.43,11.69,1.26
11/30/2024,DM,8 - 4 SHIFT,11.31,11.44,0.13
11/30/2024,ETS,4 - 12 SHIFT,9.69,10.41,0.72
11/30/2024,MTS,4 - 12 SHIFT,12.44,13.03,0.59
11/30/2024,CANITS,4 - 12 SHIFT,11.86,12.5,0.64
11/30/2024,SITS,4 - 12 SHIFT,14.34,14.11,0.23
11/30/2024,LACATS,4 - 12 SHIFT,11.82,11.17,0.65
11/30/2024,MUTS,4 - 12 SHIFT,11.52,12.04,0.52
11/30/2024,MATS,4 - 12 SHIFT,14.65,14.92,0.27
11/30/2024,SATS,4 - 12 SHIFT,12.86,12.27,0.59
11/30/2024,DM,4 - 12 SHIFT,15.43,14.62,0.81
11/30/2024,DM,4 - 12 SHIFT,12.61,11.7,0.91
11/30/2024,DM,4 - 12 SHIFT,12.58,11.18,1.4
12/01/2024,ETS,12 - 8 SHIFT,8.31,10.04,1.73
12/01/2024,CANITS,12 - 8 SHIFT,9.37,10.8,1.43
12/01/2024,MTS,12 - 8 SHIFT,10.95,10.45,0.5
12/01/2024,SITS,12 - 8 SHIFT,9.47,9.17,0.3
12/01/2024,SATS,12 - 8 SHIFT,9.87,10.59,0.72
12/01/2024,MUTS,12 - 8 SHIFT,9.81,10.19,0.38
12/01/2024,MATS,12 - 8 SHIFT,13.45,12.54,0.91
12/01/2024,LACATS,12 - 8 SHIFT,13.59,13.67,0.08
12/01/2024,DM,12 - 8 SHIFT,8.93,9.59,0.66
12/01/2024,DM,12 - 8 SHIFT,11.08,12.02,0.94
12/01/2024,ETS,8 - 4 SHIFT,12.09,11.9,0.19
12/01/2024,SITS,8 - 4 SHIFT,12.49,12.07,0.42
12/01/2024,LACATS,8 - 4 SHIFT,12.54,11.97,0.57
12/01/2024,SATS,8 - 4 SHIFT,11.96,11.74,0.22
12/01/2024,DM,8 - 4 SHIFT,10.25,10.82,0.57
12/01/2024,DM,8 - 4 SHIFT,12.87,12.77,0.1
12/01/2024,DM,8 - 4 SHIFT,12.11,10.56,1.55
12/02/2024,ETS,8 - 4 SHIFT,12.86,11.47,1.39
12/02/2024,MTS,8 - 4 SHIFT,10.77,11.36,0.59
12/02/2024,CANITS,8 - 4 SHIFT,10.92,11.4,0.48
12/02/2024,DM,8 - 4 SHIFT,12.25,12.18,0.07
12/02/2024,DM,8 - 4 SHIFT,13.42,12.47,0.95
12/02/2024,DM,8 - 4 SHIFT,13.11,12.7,0.41
12/02/2024,ETS,4 - 12 SHIFT,7.93,8.7,0.77
12/02/2024,MTS,4 - 12 SHIFT,11.46,12.7,1.24
12/02/2024,CANITS,4 - 12 SHIFT,12.3,11.91,0.39
12/02/2024,SITS,4 - 12 SHIFT,15.01,15.45,0.44
12/02/2024,LACATS,4 - 12 SHIFT,10.66,10.94,0.28
12/02/2024,MUTS,4 - 12 SHIFT,10.47,10.78,0.31
12/02/2024,MATS,4 - 12 SHIFT,14.22,12.98,1.24
12/02/2024,SATS,4 - 12 SHIFT,12.24,12.04,0.2
12/02/2024,DM,4 - 12 SHIFT,12.84,12.92,0.08
12/02/2024,DM,4 - 12 SHIFT,13.14,13.31,0.17
